pointer,MG693176,MZ218053,MZ218054,MN832787,MT734809
124,51.54639175,22,23,21.64948454,29.89690722
125,51.54639175,22,23,21.64948454,29.89690722
126,52.57731959,22,23,21.64948454,29.89690722
127,52.57731959,22,23,21.64948454,29.89690722
128,52.57731959,22,23,21.64948454,29.89690722
129,51.54639175,22,23,21.64948454,29.89690722
130,51.54639175,22,23,21.64948454,29.89690722
131,51.54639175,22,23,21.64948454,29.89690722
132,50.51546392,22,23,20.6185567,28.86597938
133,49.48453608,23,24,20.6185567,28.86597938
134,49.48453608,24,25,20.6185567,29.89690722
135,48.45360825,24,25,20.6185567,29.89690722
136,48.45360825,24,25,20.6185567,30.92783505
137,48.45360825,24,25,20.6185567,31.95876289
138,48.45360825,25,26,20.6185567,31.95876289
139,49.48453608,26,27,21.64948454,31.95876289
140,49.48453608,25,26,22.68041237,32.98969072
141,50.51546392,26,27,21.64948454,34.02061856
142,50.51546392,25,26,21.64948454,34.02061856
143,50.51546392,25,26,21.64948454,32.98969072
144,51.54639175,25,26,22.68041237,32.98969072
145,51.54639175,24,25,22.68041237,32.98969072
146,50.51546392,24,25,22.68041237,32.98969072
147,50.51546392,24,25,21.64948454,32.98969072
148,50.51546392,24,25,21.64948454,31.95876289
149,51.54639175,24,25,21.64948454,31.95876289
150,50.51546392,24,25,21.64948454,31.95876289
151,49.48453608,24,25,21.64948454,31.95876289
152,48.45360825,24,25,21.64948454,31.95876289
153,48.45360825,24,25,22.68041237,32.98969072
154,48.45360825,24.24242424,25.25252525,22.68041237,32.98969072
155,48.45360825,24.48979592,25.51020408,22.68041237,32.98969072
156,47.42268041,24.74226804,25.77319588,22.91666667,33.33333333
157,47.42268041,23.71134021,24.74226804,21.875,32.29166667
158,48.45360825,23.71134021,24.74226804,21.875,32.29166667
159,48.45360825,22.68041237,23.71134021,20.83333333,32.29166667
160,49.48453608,22.68041237,23.71134021,20.83333333,33.33333333
161,49.48453608,22.68041237,23.71134021,20.83333333,33.33333333
162,48.45360825,22.68041237,23.71134021,19.79166667,34.375
163,47.95918367,22.68041237,23.71134021,19.58762887,34.02061856
164,48.48484848,22.68041237,23.71134021,19.3877551,33.67346939
165,48,22.68041237,23.71134021,19.19191919,33.33333333
166,49,21.64948454,22.68041237,19.19191919,33.33333333
167,48.48484848,20.83333333,21.875,19.3877551,32.32323232
168,47.95918367,21.05263158,22.10526316,19.58762887,32.32323232
169,47.42268041,21.27659574,22.34042553,19.79166667,32.32323232
170,46.39175258,21.27659574,22.34042553,19.79166667,32.32323232
171,46.39175258,21.27659574,22.34042553,19.79166667,32.32323232
172,45.36082474,20.21276596,21.27659574,19.79166667,32.32323232
173,44.32989691,20.21276596,21.27659574,19.79166667,32.32323232
174,45.36082474,20.21276596,21.27659574,20.83333333,33.33333333
175,44.32989691,19.14893617,20.21276596,20.83333333,33.33333333
176,44.79166667,19.35483871,20.43010753,20.83333333,33.33333333
177,44.21052632,19.56521739,20.65217391,20.83333333,33.33333333
178,44.68085106,19.78021978,20.87912088,20.83333333,33.33333333
179,45.74468085,19.78021978,20.87912088,20.83333333,33.33333333
180,44.68085106,19.78021978,20.87912088,20.83333333,32.32323232
181,45.16129032,20,21.11111111,21.05263158,32.32323232
182,45.65217391,20.2247191,21.34831461,21.27659574,32.32323232
183,45.05494505,20.45454545,21.59090909,20.43010753,31.31313131
184,43.95604396,19.31818182,20.45454545,19.35483871,30.3030303
185,43.95604396,19.31818182,20.45454545,19.35483871,30.3030303
186,43.95604396,20.45454545,21.59090909,19.35483871,30.3030303
187,42.85714286,19.31818182,20.45454545,18.27956989,29.29292929
188,42.85714286,19.31818182,20.45454545,19.35483871,30.3030303
189,42.85714286,20.45454545,21.59090909,19.35483871,30.3030303
190,43.95604396,21.59090909,22.72727273,19.35483871,29.29292929
191,43.95604396,21.59090909,22.72727273,18.27956989,28.28282828
192,43.95604396,20.45454545,21.59090909,18.27956989,27.27272727
193,45.05494505,20.45454545,21.59090909,18.27956989,27.27272727
194,45.05494505,21.59090909,22.72727273,18.27956989,26.26262626
195,46.15384615,21.59090909,22.72727273,18.27956989,26.26262626
196,45.05494505,20.45454545,21.59090909,18.27956989,26.26262626
197,45.05494505,20.45454545,21.59090909,18.27956989,26.26262626
198,45.05494505,20.45454545,21.59090909,17.20430108,26.26262626
199,45.05494505,20.45454545,21.59090909,17.20430108,26.26262626
200,43.95604396,20.45454545,21.59090909,16.12903226,25.25252525
201,42.85714286,19.31818182,20.45454545,16.12903226,24.24242424
202,41.75824176,19.31818182,20.45454545,15.05376344,24.24242424
203,40.65934066,19.31818182,20.45454545,15.05376344,23.23232323
204,39.56043956,19.31818182,19.31818182,13.97849462,22.22222222
205,38.46153846,18.18181818,18.18181818,13.97849462,21.21212121
206,37.36263736,17.04545455,17.04545455,12.90322581,20.2020202
207,36.26373626,15.90909091,15.90909091,11.82795699,19.19191919
208,35.16483516,14.77272727,14.77272727,11.82795699,18.18181818
209,34.06593407,14.77272727,14.77272727,11.82795699,17.17171717
210,35.16483516,14.77272727,14.77272727,11.82795699,17.17171717
211,34.06593407,14.77272727,14.77272727,10.75268817,16.16161616
212,32.96703297,14.77272727,14.77272727,10.75268817,16.16161616
213,32.96703297,13.63636364,13.63636364,9.677419355,15.15151515
214,32.96703297,13.63636364,13.63636364,9.677419355,15.15151515
215,32.96703297,13.63636364,13.63636364,9.677419355,15.15151515
216,34.06593407,14.77272727,14.77272727,10.75268817,15.15151515
217,34.06593407,13.63636364,13.63636364,10.75268817,15.15151515
218,34.06593407,13.63636364,13.63636364,10.75268817,14.14141414
219,32.96703297,13.63636364,13.63636364,10.75268817,13.13131313
220,32.96703297,13.63636364,13.63636364,10.75268817,14.14141414
221,32.96703297,13.63636364,13.63636364,10.75268817,14.14141414
222,32.96703297,14.77272727,14.77272727,10.75268817,14.14141414
223,32.96703297,14.77272727,14.77272727,10.75268817,14.14141414
224,32.96703297,14.77272727,14.77272727,11.82795699,14.14141414
225,32.96703297,14.77272727,14.77272727,11.82795699,14.14141414
226,31.86813187,14.77272727,14.77272727,11.82795699,14.14141414
227,31.86813187,14.77272727,14.77272727,11.82795699,14.14141414
228,31.86813187,14.77272727,14.77272727,11.82795699,14.14141414
229,31.86813187,14.77272727,14.77272727,11.82795699,14.14141414
230,31.86813187,14.77272727,14.77272727,11.82795699,14.14141414
231,30.76923077,14.77272727,14.77272727,11.82795699,14.14141414
232,31.86813187,14.77272727,14.77272727,12.90322581,15.15151515
233,32.96703297,13.63636364,13.63636364,12.90322581,15.15151515
234,31.86813187,12.5,12.5,12.90322581,14.14141414
235,31.86813187,12.5,12.5,12.90322581,14.14141414
236,31.86813187,12.5,12.5,11.82795699,13.13131313
237,30.76923077,12.5,12.5,10.75268817,12.12121212
238,29.67032967,11.36363636,11.36363636,10.75268817,11.11111111
239,29.67032967,11.36363636,11.36363636,9.677419355,11.11111111
240,29.67032967,12.5,12.5,8.602150538,10.1010101
241,28.57142857,11.36363636,11.36363636,8.602150538,9.090909091
242,28.57142857,11.36363636,11.36363636,9.677419355,9.090909091
243,27.47252747,11.36363636,11.36363636,9.677419355,9.090909091
244,26.37362637,11.36363636,11.36363636,8.602150538,8.080808081
245,25.27472527,11.36363636,11.36363636,8.602150538,8.080808081
246,25.27472527,11.36363636,11.36363636,9.677419355,9.090909091
247,26.37362637,11.36363636,11.36363636,9.677419355,9.090909091
248,25.27472527,11.36363636,11.36363636,9.677419355,9.090909091
249,24.17582418,11.36363636,11.36363636,9.677419355,9.090909091
250,25.27472527,12.5,12.5,9.677419355,9.090909091
251,26.37362637,12.5,12.5,9.677419355,9.090909091
252,26.37362637,12.5,12.5,9.677419355,9.090909091
253,26.37362637,12.5,12.5,8.602150538,8.080808081
254,27.47252747,13.48314607,13.48314607,9.677419355,9.090909091
255,27.47252747,13.33333333,13.33333333,10.75268817,9.090909091
256,27.47252747,14.28571429,14.28571429,11.70212766,10
257,27.47252747,15.38461538,15.38461538,11.70212766,10
258,26.37362637,15.38461538,15.38461538,11.70212766,10
259,25.27472527,15.38461538,15.38461538,12.76595745,11
260,24.17582418,15.38461538,15.38461538,12.76595745,11
261,25.27472527,15.38461538,15.38461538,12.76595745,11
262,25.27472527,16.48351648,16.48351648,12.76595745,10
263,26.37362637,16.48351648,16.48351648,13.82978723,11
264,25.27472527,16.48351648,16.48351648,13.82978723,11
265,26.37362637,17.58241758,17.58241758,13.82978723,11
266,26.37362637,17.58241758,17.58241758,13.82978723,11
267,26.08695652,17.39130435,17.39130435,13.68421053,11
268,25.80645161,17.20430108,17.20430108,13.54166667,11
269,25.53191489,17.0212766,17.0212766,13.40206186,11
270,26.59574468,18.08510638,18.08510638,13.40206186,11
271,26.59574468,19.14893617,19.14893617,13.40206186,11
272,26.59574468,19.14893617,19.14893617,13.40206186,11
273,26.59574468,19.14893617,19.14893617,13.40206186,11
274,26.59574468,19.14893617,19.14893617,12.37113402,11
275,27.65957447,19.14893617,19.14893617,12.37113402,11
276,27.36842105,20,20,12.37113402,11
277,27.08333333,20.83333333,20.83333333,12.37113402,11
278,26.80412371,20.6185567,20.6185567,12.37113402,11
279,25.77319588,20.6185567,20.6185567,12.37113402,11
280,26.80412371,21.64948454,21.64948454,12.37113402,11
281,26.53061224,21.42857143,21.42857143,12.24489796,11
282,26.26262626,21.21212121,21.21212121,12.12121212,11
283,26,21,21,12,11
284,27,21,21,12,11
285,27,21,21,12,12
286,27,20,20,12,12
287,27,20,20,12,13
288,28,21,21,12,12
289,28,20,20,12,12
290,27,20,20,12,12
291,27,20,20,12,12
292,27,20,20,12,12
293,26,20,20,12,12
294,27,19,19,12,12
295,26,19,19,12,12
296,26,19,19,12,12
297,27,19,19,12,12
298,27,20,20,13,12
299,27,20,20,13,12
300,27,20,20,13,12
301,28,20,20,13,12
302,29,21,21,13,12
303,29,21,21,13,12
304,29,21,21,14,12
305,29,21,21,15,12
306,29,21,21,15,12
307,29,21,21,15,13
308,29,21,21,15,13
309,29,21,21,15,13
310,29,22,22,15,14
311,29,21,21,15,14
312,29,21,21,15,13
313,29,21,21,16,14
314,30,22,22,16,14
315,30,22,22,16,14
316,29,21,21,15,14
317,29,21,21,15,14
318,29,21,21,15,14
319,30,21,21,15,14
320,31,21,21,15,13
321,32,21,21,15,13
322,32,20,20,16,13
323,32,20,20,16,14
324,33,20,20,15,14
325,33,20,20,15,14
326,33,20,20,15,14
327,33,20,20,15,14
328,34,20,20,15,14
329,34,21,21,15,14
330,35,21,21,15,15
331,35,21,21,15,15
332,35,21,21,14,14
333,34,21,21,14,14
334,35,22,22,13,14
335,35,22,22,13,14
336,34,21,21,13,14
337,34,21,21,13,14
338,35,22,22,13,14
339,35,21,21,13,14
340,34,20,20,13,14
341,34,20,20,13,14
342,34,20,20,12,14
343,34,20,20,12,14
344,34,20,20,13,14
345,34,20,20,13,14
346,34,20,20,12,13
347,34,21,21,13,14
348,34,21,21,13,14
349,34,21,21,13,14
350,33,20,20,13,14
351,32,21,21,13,14
352,32,21,21,14,14
353,32,21,21,14,14
354,32,20,20,13,13
355,32,20,20,12,13
356,32,19,19,11,12
357,31,18,18,12,12
358,32,19,19,12,12
359,33,20,20,11,12
360,33,20,20,11,11
361,32,20,20,11,11
362,32,19,19,11,11
363,31,19,19,10,10
364,31,19,19,10,10
365,30,18,18,10,10
366,29,18,18,10,10
367,29,18,18,10,10
368,29,18,18,10,10
369,29,18,18,10,10
370,29,18,18,10,11
371,29,18,18,10,11
372,30,18,18,11,11
373,31,19,19,11,11
374,30,19,19,11,10
375,30,19,19,12,11
376,31,19,19,13,12
377,32,18,18,13,12
378,32,18,18,13,12
379,33,19,19,14,13
380,33,19,19,15,14
381,34,19,19,16,15
382,35,19,19,16,15
383,35,19,19,16,15
384,35,19,19,16,15
385,36,19,19,16,14
386,36,19,19,16,14
387,37,20,20,16,13
388,37,19,19,15,13
389,37,19,19,15,13
390,37,18,18,15,13
391,37,18,18,15,13
392,37,18,18,15.15151515,13.13131313
393,37,18,18,15.15151515,13.13131313
394,36,18,18,15.15151515,13.13131313
395,37,18,18,15.15151515,13.13131313
396,37,18,18,15.15151515,13.13131313
397,36,18,18,16.16161616,13.13131313
398,36,17,17,15.15151515,14.14141414
399,36,17,17,15.15151515,14.14141414
400,37,17,17,15.15151515,15.15151515
401,36,17,17,15.15151515,16.16161616
402,35,16,16,15.15151515,16.16161616
403,36,16,16,16.16161616,17.17171717
404,36,16,16,15.15151515,17.17171717
405,36,16,16,14.14141414,17.17171717
406,36,16,16,14.14141414,17.17171717
407,37,17,17,15.15151515,17.17171717
408,37,17,17,15.15151515,17.17171717
409,37,17,17,16.16161616,17.17171717
410,36.36363636,16.16161616,16.16161616,16.16161616,16.32653061
411,36.36363636,16.32653061,16.32653061,16.16161616,16.49484536
412,37.37373737,16.32653061,16.32653061,16.16161616,16.49484536
413,37.37373737,17.34693878,17.34693878,16.16161616,16.49484536
414,36.36363636,16.32653061,16.32653061,16.16161616,16.49484536
415,37.37373737,16.32653061,16.32653061,16.16161616,17.5257732
416,37.37373737,16.32653061,16.32653061,17.17171717,18.55670103
417,38.38383838,16.32653061,16.32653061,17.17171717,19.58762887
418,39.39393939,16.32653061,16.32653061,18.18181818,19.58762887
419,38.38383838,16.32653061,16.32653061,18.18181818,19.58762887
420,38.38383838,16.32653061,16.32653061,18.18181818,19.58762887
421,38.38383838,17.34693878,17.34693878,18.18181818,19.58762887
422,38.38383838,18.36734694,18.36734694,18.18181818,20.6185567
423,38.38383838,18.36734694,18.36734694,18.18181818,19.58762887
424,37.37373737,18.36734694,18.36734694,18.18181818,19.58762887
425,38.38383838,18.36734694,18.36734694,18.18181818,19.58762887
426,39.39393939,19.3877551,19.3877551,18.18181818,19.58762887
427,40.4040404,19.3877551,19.3877551,18.18181818,19.58762887
428,40.4040404,19.3877551,19.3877551,18.18181818,20.6185567
429,40.4040404,18.36734694,18.36734694,18.18181818,20.6185567
430,40.4040404,19.3877551,19.3877551,18.18181818,19.58762887
431,40.4040404,19.3877551,19.3877551,18.18181818,19.58762887
432,40.4040404,19.3877551,19.3877551,19.19191919,20.6185567
433,40.4040404,19.3877551,19.3877551,19.19191919,20.6185567
434,40.4040404,18.36734694,18.36734694,20.2020202,20.6185567
435,40.4040404,18.36734694,18.36734694,20.2020202,20.6185567
436,41.41414141,18.36734694,18.36734694,20.2020202,20.6185567
437,42.42424242,19.3877551,19.3877551,21.21212121,21.64948454
438,42.42424242,19.3877551,19.3877551,22.22222222,22.68041237
439,42.42424242,20.40816327,20.40816327,22.22222222,23.71134021
440,43.43434343,21.42857143,21.42857143,23.23232323,24.74226804
441,44.44444444,22.44897959,22.44897959,24.24242424,25.77319588
442,44.44444444,22.44897959,22.44897959,24.24242424,25.77319588
443,44.44444444,22.44897959,22.44897959,24.24242424,25.77319588
444,45.45454545,23.46938776,23.46938776,24.24242424,26.80412371
445,45.45454545,24.48979592,24.48979592,24.24242424,26.80412371
446,45.45454545,24.48979592,24.48979592,25.25252525,26.80412371
447,44.44444444,23.46938776,23.46938776,24.24242424,25.77319588
448,45.45454545,24.48979592,24.48979592,25.25252525,26.80412371
449,46.46464646,25.51020408,25.51020408,26.26262626,27.83505155
450,47.47474747,25.51020408,25.51020408,26.26262626,27.83505155
451,48.48484848,25.51020408,25.51020408,27.27272727,28.86597938
452,49.49494949,26.53061224,26.53061224,27.27272727,28.86597938
453,50.50505051,27.55102041,27.55102041,27.27272727,28.86597938
454,50.50505051,27.55102041,27.55102041,27.27272727,28.86597938
455,51.51515152,27.55102041,27.55102041,27.27272727,28.86597938
456,52.52525253,28.57142857,28.57142857,27.27272727,29.89690722
457,53.53535354,28.57142857,28.57142857,26.26262626,29.89690722
458,53.06122449,27.55102041,27.55102041,26.26262626,29.89690722
459,53.06122449,26.53061224,26.53061224,26.26262626,28.86597938
460,54.08163265,26.53061224,26.53061224,26.26262626,28.86597938
461,54.08163265,27.55102041,27.55102041,27.27272727,28.86597938
462,54.08163265,27.55102041,27.55102041,28.28282828,29.89690722
463,55.10204082,28.57142857,28.57142857,28.28282828,29.89690722
464,56.12244898,29.59183673,29.59183673,28.28282828,29.89690722
465,56.12244898,29.59183673,29.59183673,28.28282828,29.89690722
466,56.12244898,29.59183673,29.59183673,28.28282828,29.89690722
467,56.12244898,29.59183673,29.59183673,28.28282828,29.89690722
468,56.12244898,29.59183673,29.59183673,29.29292929,29.89690722
469,56.12244898,29.59183673,29.59183673,29.29292929,29.89690722
470,56.12244898,28.57142857,28.57142857,29.29292929,29.89690722
471,56.12244898,28.57142857,28.57142857,30.3030303,29.89690722
472,56.12244898,29.59183673,29.59183673,30.3030303,30.92783505
473,56.12244898,28.57142857,28.57142857,30.3030303,30.92783505
474,56.12244898,28.57142857,28.57142857,31.31313131,30.92783505
475,56.12244898,28.57142857,28.57142857,31.31313131,30.92783505
476,55.10204082,27.55102041,27.55102041,30.3030303,29.89690722
477,54.08163265,27.55102041,27.55102041,31.31313131,30.92783505
478,54.08163265,27.55102041,27.55102041,31.31313131,30.92783505
479,54.08163265,26.53061224,26.53061224,31.31313131,30.92783505
480,54.08163265,26.53061224,26.53061224,31.31313131,30.92783505
481,54.08163265,26.53061224,26.53061224,31.31313131,30.92783505
482,53.06122449,27.55102041,27.55102041,31.31313131,30.92783505
483,54.08163265,27.55102041,27.55102041,31.31313131,31.95876289
484,54.08163265,28.57142857,28.57142857,32.32323232,32.98969072
485,53.06122449,28.57142857,28.57142857,33.33333333,34.02061856
486,54.08163265,29.59183673,29.59183673,34.34343434,35.05154639
487,54.08163265,29.59183673,29.59183673,35.35353535,36.08247423
488,54.08163265,30.6122449,30.6122449,35.35353535,36.08247423
489,54.08163265,30.6122449,30.6122449,35.35353535,36.08247423
490,54.08163265,30.6122449,30.6122449,36.36363636,36.08247423
491,55.10204082,31.63265306,31.63265306,37.37373737,37.11340206
492,56.12244898,31.63265306,31.63265306,37,36.73469388
493,57.14285714,31.63265306,31.63265306,37,37.75510204
494,58.16326531,31.63265306,31.63265306,37,37.75510204
495,58.16326531,31.63265306,31.63265306,37,37.75510204
496,59.18367347,31.63265306,31.63265306,37,37.75510204
497,59.18367347,32.65306122,32.65306122,36,37.75510204
498,58.16326531,32.65306122,32.65306122,36,37.75510204
499,59.18367347,32.65306122,32.65306122,36,37.75510204
500,59.18367347,33.67346939,33.67346939,37,37.75510204
501,59.18367347,34.69387755,33.67346939,37,36.73469388
502,60.20408163,34.69387755,33.67346939,37,36.73469388
503,59.18367347,34.69387755,33.67346939,36,35.71428571
504,60.20408163,35.71428571,34.69387755,37,35.71428571
505,61.2244898,36.73469388,35.71428571,38,36.73469388
506,61.2244898,36.73469388,35.71428571,38,36.73469388
507,61.2244898,36.73469388,35.71428571,38,35.71428571
508,62.24489796,37.75510204,36.73469388,38,35.71428571
509,63.26530612,38.7755102,37.75510204,37,36.73469388
510,62.62626263,39.39393939,38.38383838,37,36.36363636
511,62.62626263,39,38,37,36
512,61.61616162,39,38,37,36
513,61.61616162,38,37,36,35
514,61.61616162,38,37,36,35
515,60.60606061,38,37,36,34
516,61.61616162,39,38,35,33
517,61.61616162,39,38,35,32
518,60.60606061,39,38,34,32
519,60.60606061,39,38,34,32
520,60.60606061,40,39,34,32
521,60.60606061,40,39,35,33
522,60.60606061,39,38,34,32
523,61.61616162,39,38,34,32
524,62.62626263,40,39,34,33
525,62.62626263,41,40,34,34
526,62.62626263,41,40,35,35
527,61.61616162,41,40,35,35
528,61.61616162,41,40,36,35
529,61.61616162,41,40,36,35
530,61.61616162,41,40,36,35
531,61.61616162,41,40,36,35
532,60.60606061,41,40,36,35
533,61.61616162,42,41,37,36
534,61.61616162,43,42,37,37
535,62.62626263,44,43,38,38
536,62.62626263,44,43,39,38
537,62.62626263,44,43,39,37
538,62.62626263,44,43,39,37
539,61.61616162,43,42,39,36
540,60.60606061,43,42,39,36
541,60.60606061,43,42,39,36
542,60.60606061,43,42,39,36
543,61.61616162,44,43,40,37
544,61.61616162,44,43,40,37
545,61.61616162,43,42,40,37
546,62.62626263,44,43,40,38
547,63.63636364,45,44,41,39
548,62.62626263,44,43,40,38
549,62.62626263,44,43,39,37
550,61.61616162,44,43,39,37
551,61.61616162,43,42,38,36
552,61.61616162,43,42,38,37
553,61.61616162,43,42,39,38
554,61.61616162,43,42,40,39
555,61.61616162,43,42,40,39
556,60.60606061,43,42,41,39
557,59.5959596,43,42,41,40
558,60,44,43,42,41
559,59,44,43,43,42
560,59,44,43,43,42
561,60,44,43,43,43
562,61,45,44,43,43
563,61,45,44,44,44
564,61,45,44,45,45
565,62,45,44,46,46
566,63,46,45,46,47
567,64,47,46,47,48
568,64,47,46,47,48
569,64,47,46,47,49
570,64,47,46,47,48
571,63,47,46,47,48
572,63,46,45,47,48
573,62,46,45,47,48
574,62,46,45,47,48
575,62,47,46,47,48
576,62,47,46,48,48
577,63,47,46,48,48
578,63,47,46,48,49
579,62,47,46,47,48
580,62,46,45,46,47
581,61,46,45,45,47
582,61,45,44,45,47
583,61,45,44,46,46
584,61,45,44,45,45
585,62,45,44,44,44
586,62,44,43,43,43
587,62,44,43,42,42
588,62,44,43,43,42
589,62,44,43,43,42
590,62,44,43,42,42
591,62,43,42,41,41
592,61,44,43,41,41
593,61,45,44,42,41
594,61,45,44,43,42
595,60,45,44,43,42
596,59.5959596,45,44,43,42.42424242
597,60.20408163,44,43,43,42.85714286
598,60.82474227,44,43,43,42.26804124
599,60.41666667,44,43,43.43434343,42.70833333
600,59.375,43,42,42.42424242,41.66666667
601,59.375,42,42,42.42424242,41.66666667
602,58.33333333,43,43,42.42424242,41.66666667
603,58.33333333,43,43,42.42424242,41.66666667
604,57.29166667,43,43,41.41414141,41.66666667
605,56.25,42,42,40.4040404,40.625
606,56.25,42,42,40.4040404,40.625
607,55.20833333,41,41,39.39393939,40.625
608,54.73684211,40,40,39.79591837,41.05263158
609,54.25531915,39,39,40.20618557,40.42553191
610,54.83870968,38,38,40.625,40.86021505
611,55.43478261,38,38,41.05263158,41.30434783
612,56.04395604,38,38,41.4893617,41.75824176
613,55.55555556,38,38,41.93548387,42.22222222
614,56.17977528,38.38383838,38,42.39130435,42.69662921
615,56.81818182,38.7755102,38,42.85714286,43.18181818
616,56.32183908,38.1443299,37,43.33333333,43.67816092
617,55.81395349,38.1443299,37,43.82022472,44.18604651
618,56.47058824,38.1443299,37,44.31818182,44.70588235
619,57.14285714,38.1443299,37,44.82758621,45.23809524
620,56.62650602,37.11340206,36,45.34883721,45.78313253
621,56.09756098,36.08247423,35,44.70588235,45.12195122
622,56.79012346,36.08247423,35,45.23809524,45.67901235
623,56.25,36.08247423,35,45.78313253,46.25
624,55.69620253,35.05154639,34,46.34146341,45.56962025
625,55.12820513,34.02061856,33,46.91358025,44.87179487
626,54.54545455,32.98969072,32,46.25,44.15584416
627,55.26315789,32.98969072,32,46.83544304,44.73684211
628,54.66666667,32.98969072,32,46.15384615,44
629,55.40540541,32.98969072,32,46.75324675,44.59459459
630,54.79452055,31.95876289,31,47.36842105,45.20547945
631,55.55555556,31.95876289,31,48,45.83333333
632,56.33802817,31.95876289,31,47.2972973,45.07042254
633,55.71428571,30.92783505,30,46.57534247,44.28571429
634,55.07246377,29.89690722,29,45.83333333,43.47826087
635,54.41176471,28.86597938,28,45.07042254,42.64705882
636,54.41176471,29.89690722,29,43.66197183,42.64705882
637,52.94117647,28.86597938,28,42.25352113,42.64705882
638,51.47058824,28.86597938,28,42.25352113,42.64705882
639,51.47058824,28.86597938,28,42.25352113,42.64705882
640,52.23880597,27.83505155,27,41.42857143,41.79104478
641,51.51515152,26.80412371,26,40.57971014,40.90909091
642,52.30769231,26.80412371,26,41.17647059,41.53846154
643,51.5625,25.77319588,25,40.29850746,40.625
644,50.79365079,24.74226804,24,39.39393939,39.68253968
645,51.61290323,24.74226804,24,40,40.32258065
646,50.81967213,23.71134021,23,39.0625,39.3442623
647,50,22.68041237,22,38.0952381,38.33333333
648,50.84745763,22.68041237,22,38.70967742,38.98305085
649,50,21.64948454,21,39.3442623,39.65517241
650,50,21.64948454,21,39.3442623,39.65517241
651,48.27586207,21.64948454,21,39.3442623,41.37931034
652,46.55172414,20.6185567,20,37.70491803,39.65517241
653,44.82758621,19.58762887,19,36.06557377,37.93103448
654,43.10344828,19.58762887,19,34.42622951,36.20689655
655,41.37931034,19.58762887,19,34.42622951,36.20689655
656,41.37931034,18.55670103,18,34.42622951,34.48275862
