czb_id,sampleid,sample_type,Ast,roost_site,latitude_s,longitude_e,collection_date,species,bat_sex,unique_tag_id,recap,bat_age_class,young_of_year
RR034B_337_uaRa,KEL157,urine,0,AngavoKely,-18.9327,47.7578,2/15/18,Eidolon dupreanum,female,1085,no,NL,
RR034B_505_uaRa,KEL159,urine,0,AngavoKely,-18.9327,47.7578,2/15/18,Eidolon dupreanum,male,1083,no,J,
RR034B_338_uaRa,KEL161,urine,0,AngavoKely,-18.9327,47.7578,2/15/18,Eidolon dupreanum,male,1081,no,A,
RR034B_339_uaRa,KEL163,urine,0,AngavoKely,-18.9327,47.7578,2/15/18,Eidolon dupreanum,female,1079,no,NL,
RR034B_340_uaRa,KEL164,urine,0,AngavoKely,-18.9327,47.7578,2/15/18,Eidolon dupreanum,female,1078,no,J,
RR034B_341_uaRa,KEL165,urine,0,AngavoKely,-18.9327,47.7578,2/15/18,Eidolon dupreanum,female,1077,no,NL,
RR034B_342_uaRa,KEL166,urine,0,AngavoKely,-18.9327,47.7578,2/15/18,Eidolon dupreanum,female,1075,no,J,young of the year
RR034B_343_uaRa,KEL168,urine,0,AngavoKely,-18.9327,47.7578,2/15/18,Eidolon dupreanum,female,1073,no,NL,
RR034B_344_uaRa,KEL169,urine,0,AngavoKely,-18.9327,47.7578,2/15/18,Eidolon dupreanum,male,1072,no,J,
RR034B_345_uaRa,KEL170,urine,0,AngavoKely,-18.9327,47.7578,2/15/18,Eidolon dupreanum,female,1070,no,NL,
RR034B_346_uaRa,KEL171,urine,0,AngavoKely,-18.9327,47.7578,2/15/18,Eidolon dupreanum,male,1071,no,J,
RR034B_347_uaRa,KEL173,urine,0,AngavoKely,-18.9327,47.7578,2/15/18,Eidolon dupreanum,female,,no,NL,
RR034B_348_uaRa,KEL177,urine,0,AngavoKely,-18.9327,47.7578,2/16/18,Eidolon dupreanum,female,1066,no,NL,
RR034B_349_uaRa,KEL178,urine,0,AngavoKely,-18.9327,47.7578,2/16/18,Eidolon dupreanum,female,1065,no,NL,
RR034B_350_uaRa,KEL182,urine,0,AngavoKely,-18.9327,47.7578,4/9/18,Eidolon dupreanum,female,1053,no,NL,
RR034B_351_uaRa,KEL183,urine,0,AngavoKely,-18.9327,47.7578,4/9/18,Eidolon dupreanum,female,1051,no,NL,
RR034B_352_uaRa,KEL184,urine,0,AngavoKely,-18.9327,47.7578,4/9/18,Eidolon dupreanum,female,1050,no,NL,
RR034B_353_uaRa,KEL186,urine,0,AngavoKely,-18.9327,47.7578,4/10/18,Eidolon dupreanum,female,1048,no,NL,
RR034B_354_uaRa,KEL187,urine,0,AngavoKely,-18.9327,47.7578,4/10/18,Eidolon dupreanum,female,1047,yes,NL,
RR034B_355_uaRa,KEL192,urine,0,AngavoKely,-18.9327,47.7578,4/10/18,Eidolon dupreanum,female,1043,no,NL,
RR034B_356_uaRa,KEL193,urine,0,AngavoKely,-18.9327,47.7578,4/10/18,Eidolon dupreanum,female,1042,no,J,
RR034B_357_uaRa,KEL194,urine,0,AngavoKely,-18.9327,47.7578,4/10/18,Eidolon dupreanum,female,1041,no,NL,
RR034B_358_uaRa,KEL196,urine,0,AngavoKely,-18.9327,47.7578,4/10/18,Eidolon dupreanum,female,1040,no,NL,
RR034B_359_uaRa,KEL197,urine,0,AngavoKely,-18.9327,47.7578,4/10/18,Eidolon dupreanum,female,1039,no,NL,
RR034B_360_uaRa,KEL200,urine,0,AngavoKely,-18.9327,47.7578,4/10/18,Eidolon dupreanum,female,1036,no,NL,
RR034B_361_uaRa,KEL202,urine,0,AngavoKely,-18.9327,47.7578,4/10/18,Eidolon dupreanum,female,1034,no,NL,
RR034B_362_uaRa,KEL204,urine,0,AngavoKely,-18.9327,47.7578,4/10/18,Eidolon dupreanum,female,1032,yes,NL,
RR034B_363_uaRa,KEL205,urine,0,AngavoKely,-18.9327,47.7578,4/10/18,Eidolon dupreanum,female,1031,no,NL,
RR034B_364_uaRa,KEL206,urine,0,AngavoKely,-18.9327,47.7578,4/10/18,Eidolon dupreanum,female,1030,yes,J,
RR034B_365_uaRa,KEL208,urine,0,AngavoKely,-18.9327,47.7578,4/10/18,Eidolon dupreanum,female,799,yes,NL,
RR034B_366_uaRa,KEL209,urine,0,AngavoKely,-18.9327,47.7578,4/10/18,Eidolon dupreanum,female,1028,no,NL,
RR034B_367_uaRa,KEL210,urine,0,AngavoKely,-18.9327,47.7578,4/10/18,Eidolon dupreanum,female,1027,no,NL,
RR034B_368_uaRa,KEL211,urine,0,AngavoKely,-18.9327,47.7578,4/10/18,Eidolon dupreanum,female,1026,no,NL,
RR034B_369_uaRa,KEL212,urine,0,AngavoKely,-18.9327,47.7578,4/10/18,Eidolon dupreanum,female,1025,no,NL,
RR034B_370_uaRa,KEL216,urine,0,AngavoKely,-18.9327,47.7578,7/27/18,Eidolon dupreanum,female,968,no,NL,
RR034B_371_uaRa,KEL220,urine,0,AngavoKely,-18.9327,47.7578,7/27/18,Eidolon dupreanum,male,972,no,A,
RR034B_372_uaRa,KEL223,urine,0,AngavoKely,-18.9327,47.7578,7/27/18,Eidolon dupreanum,male,975,no,A,
RR034B_373_uaRa,KEL226,urine,0,AngavoKely,-18.9327,47.7578,7/27/18,Eidolon dupreanum,male,9.56E+14,yes,A,
RR034B_374_uaRa,KEL227,urine,0,AngavoKely,-18.9327,47.7578,7/27/18,Eidolon dupreanum,female,978,no,NL,
RR034B_375_uaRa,KEL228,urine,0,AngavoKely,-18.9327,47.7578,7/27/18,Eidolon dupreanum,female,979,no,J,
RR034B_376_uaRa,KEL230,urine,0,AngavoKely,-18.9327,47.7578,7/27/18,Eidolon dupreanum,male,981,yes,A,
RR034B_377_uaRa,KEL232,urine,0,AngavoKely,-18.9327,47.7578,7/27/18,Eidolon dupreanum,male,983,no,A,
RR034B_506_uaRa,KEL234,urine,0,AngavoKely,-18.9327,47.7578,7/27/18,Eidolon dupreanum,male,985,no,A,
RR034B_378_uaRa,KEL235,urine,0,AngavoKely,-18.9327,47.7578,7/27/18,Eidolon dupreanum,male,986,no,A,
RR034B_379_uaRa,KEL236,urine,0,AngavoKely,-18.9327,47.7578,7/27/18,Eidolon dupreanum,male,987,no,J,
RR034B_380_uaRa,KEL242,urine,0,AngavoKely,-18.9327,47.7578,1/6/19,Eidolon dupreanum,male,1086_969,yes,A,
RR034B_381_uaRa,KEL245,urine,0,AngavoKely,-18.9327,47.7578,1/6/19,Eidolon dupreanum,male,1607,yes,A,
RR034B_382_uaRa,KEL247,urine,0,AngavoKely,-18.9327,47.7578,1/6/19,Eidolon dupreanum,female,1622,no,NL,
RR034B_383_uaRa,KEL248,urine,0,AngavoKely,-18.9327,47.7578,1/6/19,Eidolon dupreanum,male,9.56E+14,yes,A,
RR034B_384_uaRa,KEL250,urine,0,AngavoKely,-18.9327,47.7578,1/6/19,Eidolon dupreanum,male,1616,yes,A,
RR034B_502_uaRa,KEL259,urine,0,AngavoKely,-18.9327,47.7578,1/8/19,Eidolon dupreanum,female,,no,J,
RR034B_503_uaRa,KEL265,urine,0,AngavoKely,-18.9327,47.7578,1/8/19,Eidolon dupreanum,female,,no,A,
RR034B_385_uaRa,KEL267,urine,0,AngavoKely,-18.9327,47.7578,1/7/19,Eidolon dupreanum,male,347,yes,A,
RR034B_386_uaRa,KEL268,urine,0,AngavoKely,-18.9327,47.7578,1/7/19,Eidolon dupreanum,male,9.56E+14,yes,A,
RR034B_387_uaRa,KEL269,urine,0,AngavoKely,-18.9327,47.7578,1/7/19,Eidolon dupreanum,male,332,yes,A,
RR034B_388_uaRa,KEL270,urine,0,AngavoKely,-18.9327,47.7578,1/7/19,Eidolon dupreanum,female,1605,no,NL,
RR034B_389_uaRa,KEL271,urine,0,AngavoKely,-18.9327,47.7578,1/7/19,Eidolon dupreanum,female,,no,NL,
RR034B_390_uaRa,KEL272B,urine,0,AngavoKely,-18.9327,47.7578,3/14/19,Eidolon dupreanum,female,393,no,NL,
RR034B_391_uaRa,KEL273,urine,0,AngavoKely,-18.9327,47.7578,1/7/19,Eidolon dupreanum,male,977,yes,A,
RR034B_392_uaRa,KEL275,urine,0,AngavoKely,-18.9327,47.7578,1/7/19,Eidolon dupreanum,male,9.56E+14,yes,A,
RR034B_393_uaRa,KEL275B,urine,1,AngavoKely,-18.9327,47.7578,3/14/19,Eidolon dupreanum,female,388,no,NL,
RR034B_394_uaRa,KEL278,urine,0,AngavoKely,-18.9327,47.7578,2/5/19,Eidolon dupreanum,male,1608,no,A,
RR034B_395_uaRa,KEL278B,urine,0,AngavoKely,-18.9327,47.7578,3/14/19,Eidolon dupreanum,female,399,no,NL,
RR034B_396_uaRa,KEL279,urine,0,AngavoKely,-18.9327,47.7578,2/5/19,Eidolon dupreanum,male,1630,no,A,
RR034B_397_uaRa,KEL279B,urine,0,AngavoKely,-18.9327,47.7578,3/14/19,Eidolon dupreanum,female,391,no,NL,
RR034B_398_uaRa,KEL280B,urine,0,AngavoKely,-18.9327,47.7578,3/14/19,Eidolon dupreanum,female,1014,no,NL,
RR034B_399_uaRa,KEL281B,urine,0,AngavoKely,-18.9327,47.7578,3/14/19,Eidolon dupreanum,female,1002,yes,NL,
RR034B_400_uaRa,KEL283B,urine,1,AngavoKely,-18.9327,47.7578,3/14/19,Eidolon dupreanum,female,9.56E+14,yes,NL,
RR034B_401_uaRa,KEL285,urine,1,AngavoKely,-18.9327,47.7578,2/5/19,Eidolon dupreanum,male,9.56E+14,yes,A,
RR034B_402_uaRa,KEL285B,urine,0,AngavoKely,-18.9327,47.7578,3/15/19,Eidolon dupreanum,female,1008,no,NL,
RR034B_403_uaRa,KEL286B,urine,1,AngavoKely,-18.9327,47.7578,3/15/19,Eidolon dupreanum,female,1007,no,NL,
RR034B_404_uaRa,KEL287,urine,0,AngavoKely,-18.9327,47.7578,2/6/19,Eidolon dupreanum,male,1625,no,A,
RR034B_405_uaRa,KEL289,urine,0,AngavoKely,-18.9327,47.7578,2/6/19,Eidolon dupreanum,female,1627,no,A,
RR034B_406_uaRa,KEL290,urine,1,AngavoKely,-18.9327,47.7578,2/6/19,Eidolon dupreanum,male,1650,no,A,
RR034B_407_uaRa,KEL291,urine,0,AngavoKely,-18.9327,47.7578,2/6/19,Eidolon dupreanum,female,1636,no,NL,
RR034B_408_uaRa,KEL291B,urine,0,AngavoKely,-18.9327,47.7578,3/15/19,Eidolon dupreanum,female,1202,no,NL,
RR034B_409_uaRa,KEL293,urine,0,AngavoKely,-18.9327,47.7578,2/6/19,Eidolon dupreanum,male,1024,yes,A,
RR034B_410_uaRa,KEL295,urine,0,AngavoKely,-18.9327,47.7578,2/6/19,Eidolon dupreanum,male,1626,no,A,
RR034B_411_uaRa,KEL296,urine,0,AngavoKely,-18.9327,47.7578,2/6/19,Eidolon dupreanum,female,1644,no,A,
RR034B_412_uaRa,KEL298,urine,0,AngavoKely,-18.9327,47.7578,2/6/19,Eidolon dupreanum,male,1645,no,A,
RR034B_413_uaRa,KEL299,urine,0,AngavoKely,-18.9327,47.7578,2/6/19,Eidolon dupreanum,male,1607,yes,A,
RR034B_414_uaRa,KEL299B,urine,1,AngavoKely,-18.9327,47.7578,3/15/19,Eidolon dupreanum,female,1003,no,NL,
RR034B_415_uaRa,KEL305,urine,0,AngavoKely,-18.9327,47.7578,4/23/19,Eidolon dupreanum,female,1638,no,NL,
RR034B_416_uaRa,KEL306,urine,0,AngavoKely,-18.9327,47.7578,4/23/19,Eidolon dupreanum,female,1640,no,NL,
RR034B_417_uaRa,KEL309,urine,0,AngavoKely,-18.9327,47.7578,4/23/19,Eidolon dupreanum,female,1655,no,NL,
RR034B_418_uaRa,KEL310,urine,0,AngavoKely,-18.9327,47.7578,4/23/19,Eidolon dupreanum,female,1666_2,no,NL,
RR034B_419_uaRa,KEL312,urine,0,AngavoKely,-18.9327,47.7578,4/23/19,Eidolon dupreanum,male,1639,no,A,
RR034B_420_uaRa,KEL315,urine,0,AngavoKely,-18.9327,47.7578,4/23/19,Eidolon dupreanum,female,1670,no,NL,
RR034B_421_uaRa,KEL317,urine,0,AngavoKely,-18.9327,47.7578,4/23/19,Eidolon dupreanum,male,1672,no,A,
RR034B_422_uaRa,KEL318,urine,0,AngavoKely,-18.9327,47.7578,4/23/19,Eidolon dupreanum,female,1673,no,NL,
RR034B_423_uaRa,KEL322,urine,0,AngavoKely,-18.9327,47.7578,4/23/19,Eidolon dupreanum,female,1647,no,NL,
RR034B_424_uaRa,KEL334,urine,0,AngavoKely,-18.9327,47.7578,4/23/19,Eidolon dupreanum,female,1628,no,NL,
RR034B_425_uaRa,MAH1,urine,0,Mahabo,-20.4643,44.6822,7/13/14,Pteropus rufus,female,409,NA,NL,
RR034B_507_uaRa,MAH10,urine,0,Mahabo,-20.4643,44.6822,7/16/14,Pteropus rufus,male,419,NA,A,
RR034B_426_uaRa,MAH11,urine,0,Mahabo,-20.4643,44.6822,7/18/14,Pteropus rufus,male,420,NA,A,
RR034B_427_uaRa,MAH12,urine,0,Mahabo,-20.4643,44.6822,7/18/14,Pteropus rufus,female,421,NA,NL,
RR034B_428_uaRa,MAH3,urine,0,Mahabo,-20.4643,44.6822,7/13/14,Pteropus rufus,male,411,NA,J,
RR034B_429_uaRa,MAH4,urine,0,Mahabo,-20.4643,44.6822,7/13/14,Pteropus rufus,female,412,NA,NL,
RR034B_430_uaRa,MAH6,urine,0,Mahabo,-20.4643,44.6822,7/13/14,Pteropus rufus,female,414,NA,NL,
RR034B_431_uaRa,MAH7,urine,0,Mahabo,-20.4643,44.6822,7/13/14,Pteropus rufus,male,415,NA,A,
RR034B_432_uaRa,MAK12,urine,0,Makira,-15.1054,49.5864,7/12/15,Pteropus rufus,male,499,NA,A,
RR034B_433_uaRa,MAK13,urine,0,Makira,-15.1054,49.5864,7/14/15,Pteropus rufus,male,1301,NA,A,
RR034B_434_uaRa,MARO43,urine,0,Marovitsika,-18.8403,48.0554,9/1/14,Pteropus rufus,female,436,NA,NL,
RR034B_435_uaRa,MARO66,urine,0,Marovitsika,-18.8403,48.0554,3/11/15,Pteropus rufus,male,369,NA,A,
RR034B_436_uaRa,MARO7,urine,0,Marovitsika,-18.8403,48.0554,11/7/13,Pteropus rufus,female,305,NA,L,
RR034B_437_uaRa,MARO79,urine,0,Marovitsika,-18.8403,48.0554,5/17/15,Pteropus rufus,male,488,NA,J,
RR034B_438_uaRa,MARO8,urine,0,Marovitsika,-18.8403,48.0554,11/7/13,Pteropus rufus,male,,NA,J,
RR034B_439_uaRa,MIZ136,urine,0,Maromizaha,-18.9623,48.4525,2/18/18,Rousettus madagascariensis,female,M2,no,L,
RR034B_440_uaRa,MIZ142,urine,0,Maromizaha,-18.9623,48.4525,2/18/18,Rousettus madagascariensis,male,M7,no,A,
RR034B_441_uaRa,MIZ143,urine,0,Maromizaha,-18.9623,48.4525,2/18/18,Rousettus madagascariensis,female,M8,no,NL,
RR034B_442_uaRa,MIZ144,urine,0,Maromizaha,-18.9623,48.4525,2/18/18,Rousettus madagascariensis,female,M9,no,J,
RR034B_443_uaRa,MIZ151,urine,0,Maromizaha,-18.9623,48.4525,2/18/18,Rousettus madagascariensis,male,M16,no,A,
RR034B_444_uaRa,MIZ151,urine,0,Maromizaha,-18.9623,48.4525,2/18/18,Rousettus madagascariensis,male,M16,no,A,
RR034B_445_uaRa,MIZ152,urine,0,Maromizaha,-18.9623,48.4525,2/18/18,Rousettus madagascariensis,female,M17,no,NL,
RR034B_446_uaRa,MIZ168,urine,0,Maromizaha,-18.9623,48.4525,4/13/18,Rousettus madagascariensis,female,,no,NL,
RR034B_515_uaRa,MIZ181,urine,0,Maromizaha,-18.9623,48.4525,4/14/18,Rousettus madagascariensis,male,NA,no,A,
RR034B_447_uaRa,MIZ184,urine,0,Maromizaha,-18.9623,48.4525,4/14/18,Rousettus madagascariensis,female,,no,NL,
RR034B_448_uaRa,MIZ188,urine,0,Maromizaha,-18.9623,48.4525,7/29/18,Rousettus madagascariensis,male,M30,no,A,
RR034B_449_uaRa,MIZ190,urine,0,Maromizaha,-18.9623,48.4525,7/29/18,Rousettus madagascariensis,male,M32,no,A,
RR034B_450_uaRa,MIZ195,urine,0,Maromizaha,-18.9623,48.4525,7/29/18,Rousettus madagascariensis,female,M37,no,NL,
RR034B_451_uaRa,MIZ207,urine,0,Maromizaha,-18.9623,48.4525,7/29/18,Rousettus madagascariensis,female,M49,no,NL,
RR034B_452_uaRa,MIZ208,urine,0,Maromizaha,-18.9623,48.4525,7/29/18,Rousettus madagascariensis,male,M50,no,A,
RR034B_453_uaRa,MIZ225,urine,0,Maromizaha,-18.9623,48.4525,9/11/18,Rousettus madagascariensis,female,M68,no,J,
RR034B_454_uaRa,MIZ236,urine,0,Maromizaha,-18.9623,48.4525,9/11/18,Rousettus madagascariensis,female,M79,no,NL,
RR034B_455_uaRa,MIZ260,urine,0,Maromizaha,-18.9623,48.4525,12/21/18,Rousettus madagascariensis,male,M98,yes,A,
RR034B_456_uaRa,MIZ261,urine,0,Maromizaha,-18.9623,48.4525,12/21/18,Rousettus madagascariensis,female,M99,no,L,
RR034B_457_uaRa,MIZ262,urine,0,Maromizaha,-18.9623,48.4525,12/21/18,Rousettus madagascariensis,female,M100,no,L,
RR034B_458_uaRa,MIZ265,urine,0,Maromizaha,-18.9623,48.4525,12/21/18,Rousettus madagascariensis,male,M101,no,A,
RR034B_459_uaRa,MIZ267,urine,0,Maromizaha,-18.9623,48.4525,12/21/18,Rousettus madagascariensis,female,M103,yes,J,
RR034B_460_uaRa,MIZ271,urine,0,Maromizaha,-18.9623,48.4525,12/21/18,Rousettus madagascariensis,female,M106,no,L,
RR034B_461_uaRa,MIZ274,urine,0,Maromizaha,-18.9623,48.4525,12/22/18,Rousettus madagascariensis,male,M108,no,A,
RR034B_508_uaRa,MIZ275,urine,0,Maromizaha,-18.9623,48.4525,12/22/18,Rousettus madagascariensis,female,M109,no,P,
RR034B_516_uaRa,MIZ275,urine,0,Maromizaha,-18.9623,48.4525,12/22/18,Rousettus madagascariensis,female,M109,no,P,
RR034B_462_uaRa,MIZ277,urine,0,Maromizaha,-18.9623,48.4525,1/3/19,Rousettus madagascariensis,male,M98,yes,A,
RR034B_463_uaRa,MIZ278,urine,0,Maromizaha,-18.9623,48.4525,1/3/19,Rousettus madagascariensis,female,M112,no,L,
RR034B_464_uaRa,MIZ279,urine,0,Maromizaha,-18.9623,48.4525,1/3/19,Rousettus madagascariensis,female,M113,no,L,
RR034B_465_uaRa,MIZ280,urine,0,Maromizaha,-18.9623,48.4525,1/3/19,Rousettus madagascariensis,male,M114,no,A,
RR034B_466_uaRa,MIZ281,urine,0,Maromizaha,-18.9623,48.4525,1/3/19,Rousettus madagascariensis,male,M115,no,A,
RR034B_509_uaRa,MIZ281,urine,0,Maromizaha,-18.9623,48.4525,1/3/19,Rousettus madagascariensis,male,M115,no,A,
RR034B_510_uaRa,MIZ291,urine,0,Maromizaha,-18.9623,48.4525,1/4/19,Rousettus madagascariensis,female,M120,no,NL,
RR034B_467_uaRa,MIZ292,urine,0,Maromizaha,-18.9623,48.4525,1/4/19,Rousettus madagascariensis,male,M121,no,A,
RR034B_468_uaRa,MIZ293,urine,0,Maromizaha,-18.9623,48.4525,1/4/19,Rousettus madagascariensis,male,M122,no,A,
RR034B_469_uaRa,MIZ294,urine,0,Maromizaha,-18.9623,48.4525,1/4/19,Rousettus madagascariensis,male,M123,no,A,
RR034B_470_uaRa,MIZ295,urine,0,Maromizaha,-18.9623,48.4525,1/4/19,Rousettus madagascariensis,female,M124,no,L,
RR034B_471_uaRa,MIZ297,urine,0,Maromizaha,-18.9623,48.4525,1/5/19,Rousettus madagascariensis,male,M125,no,A,
RR034B_511_uaRa,MIZ298,urine,0,Maromizaha,-18.9623,48.4525,1/5/19,Rousettus madagascariensis,female,M126,no,NL,
RR034B_517_uaRa,MIZ298,urine,0,Maromizaha,-18.9623,48.4525,1/5/19,Rousettus madagascariensis,female,M126,no,NL,
RR034B_512_uaRa,MIZ300,urine,0,Maromizaha,-18.9623,48.4525,1/6/19,Rousettus madagascariensis,female,M128,no,L,
RR034B_518_uaRa,MIZ300,urine,0,Maromizaha,-18.9623,48.4525,1/6/19,Rousettus madagascariensis,female,M128,no,L,
RR034B_472_uaRa,MIZ305a,urine,0,Maromizaha,-18.9623,48.4525,1/6/19,Rousettus madagascariensis,female,M131,no,L,this could be switched with other MIZ305
RR034B_513_uaRa,MIZ305a,urine,0,Maromizaha,-18.9623,48.4525,1/6/19,Rousettus madagascariensis,female,M131,no,L,this could be switched with other MIZ305
RR034B_473_uaRa,MIZ305b,urine,0,Maromizaha,-18.9623,48.4525,1/8/19,Rousettus madagascariensis,male,M131,no,J,this could be switched with other MIZ305
RR034B_514_uaRa,MIZ305b,urine,0,Maromizaha,-18.9623,48.4525,1/8/19,Rousettus madagascariensis,male,M131,no,J,this could be switched with other MIZ305
RR034B_474_uaRa,MIZ315,urine,0,Maromizaha,-18.9623,48.4525,1/9/19,Rousettus madagascariensis,female,M136,no,L,
RR034B_475_uaRa,MIZ316,urine,0,Maromizaha,-18.9623,48.4525,1/9/19,Rousettus madagascariensis,female,M137,no,L,
RR034B_476_uaRa,MIZ318,urine,0,Maromizaha,-18.9623,48.4525,1/9/19,Rousettus madagascariensis,male,M139,no,A,
RR034B_477_uaRa,MIZ322,urine,0,Maromizaha,-18.9623,48.4525,1/9/19,Rousettus madagascariensis,female,M143,no,L,
RR034B_478_uaRa,MIZ338,urine,0,Maromizaha,-18.9623,48.4525,1/31/19,Rousettus madagascariensis,female,2080,no,L,
RR034B_479_uaRa,MIZ340,urine,0,Maromizaha,-18.9623,48.4525,1/31/19,Rousettus madagascariensis,female,2041,no,L,
RR034B_480_uaRa,MIZ342,urine,0,Maromizaha,-18.9623,48.4525,1/31/19,Rousettus madagascariensis,female,2059,no,L,
RR034B_481_uaRa,MIZ345,urine,0,Maromizaha,-18.9623,48.4525,1/31/19,Rousettus madagascariensis,female,,no,J,
RR034B_482_uaRa,MIZ351,urine,0,Maromizaha,-18.9623,48.4525,2/1/19,Rousettus madagascariensis,female,1780,no,L,
RR034B_483_uaRa,MIZ352,urine,0,Maromizaha,-18.9623,48.4525,2/1/19,Rousettus madagascariensis,male,1778,no,A,
RR034B_484_uaRa,MIZ355,urine,0,Maromizaha,-18.9623,48.4525,2/1/19,Rousettus madagascariensis,female,1703,no,NL,
RR034B_485_uaRa,MIZ357,urine,0,Maromizaha,-18.9623,48.4525,2/1/19,Rousettus madagascariensis,male,1758,no,A,
RR034B_486_uaRa,MIZ359,urine,0,Maromizaha,-18.9623,48.4525,2/1/19,Rousettus madagascariensis,female,1736,yes,L,
RR034B_487_uaRa,MIZ366,urine,0,Maromizaha,-18.9623,48.4525,2/1/19,Rousettus madagascariensis,female,1704,no,NL,
RR034B_488_uaRa,MIZ378,urine,0,Maromizaha,-18.9623,48.4525,2/23/19,Rousettus madagascariensis,female,1604_2,no,J,
RR034B_489_uaRa,MIZ392,urine,0,Maromizaha,-18.9623,48.4525,2/24/19,Rousettus madagascariensis,female,,no,J,
RR034B_490_uaRa,MIZ396,urine,0,Maromizaha,-18.9623,48.4525,2/24/19,Rousettus madagascariensis,male,,no,A,
RR034B_491_uaRa,MIZ400,urine,0,Maromizaha,-18.9623,48.4525,2/24/19,Rousettus madagascariensis,female,,no,NL,
